0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
-2.9055088910605207,-2.660724603281914,-1.7749325201434742,-0.4441920782770239,1.0232514926166099,2.3145913006412147,3.2055491246860246,3.603643806750866,3.5341100220875354,3.0899597744621436,2.382572464045257,1.5185120895647886,0.6004548776924988,-0.2673729192590044,-0.982603518310687,-1.4572214061757862,-1.6349414167275944,-1.508404327668214,-1.1287231043454915,-0.5997315511413805,-0.05356974138287773,0.3865139943836659,0.6395728061839331,0.6802736048708387,0.5310519811065305,0.24545155244139483,-0.1068882088964566,-0.4523212488616933,-0.7248990530768592,-0.8763268848382189,-0.8788631442844187,-0.7206579974831482,-0.4026805698715819,0.0506073176253368,0.564301284563995,0.9906054781519694,1.1293235194099096,0.8065917042956255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.2202526499784883,-3.0738108127095094,-2.29226455325086,-1.0220627152500732,0.4725505051322383,1.893816069647651,2.9878984309515477,3.592908699630361,3.652566886502707,3.2046032219669867,2.359466535500464,1.2784998081502439,0.14941648410464675,-0.8439106269265966,-1.5518088506591938,-1.8806726570009065,-1.8038056653207961,-1.3629922241220185,-0.6602370736870583,0.16110562691483557,0.9421672938166937,1.5369717787109796,1.8408539526627792,1.8127355770637978,1.4815820418737744,0.9335344343774586,0.2863857875829393,-0.3387103172077967,-0.8416860280560134,-1.1605362613993935,-1.2779974041011022,-1.2164644110797453,-1.023857602538208,-0.7577270855794905,-0.47361256327836454,-0.21747782022089474,-0.02052815362726757,0.1021305018967674,0.1490503819865007,0.1288661591885788,0.05374674199803534,-0.07299129173095557,-0.2661359807353882,-0.5478050046496288,-0.9141872037328481,-1.3028574533857544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0618588887082845,-1.0490534815172223,-0.7891022399534904,-0.299988922287533,0.34913618222449067,1.0516469094890732,1.6830095665335396,2.125889591420254,2.2995405619769,2.1826410945289725,1.8122746943816013,1.2581730876747175,0.5956883121622639,-0.10206997298703482,-0.7577560092433053,-1.28595785701772,-1.6012184825413265,-1.637281394615105,-1.371030022908266,-0.8406450784370744,-0.14845223934080962,0.5556406117428198,1.1083241206949745,1.3765082222813882,1.2961074602806364,0.8909508763596342,0.2640208289972884,-0.43468881872222676,-1.0498932035404545,-1.4581084491535585,-1.5928194991913358,-1.4556099857316385,-1.110472303166167,-0.6595171110784851,-0.20760046274081415,0.16800099033448845,0.4316850496179257,0.589292358283595,0.6797859677842382,0.7572153097199215,0.8577896827420192,0.9624942358234654,0.9849315969871105,0.8052607440285305,0.33742640043099753,-0.4056921753239532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.5405863031169242,-3.449785062995769,-2.6862999578511197,-1.362194198702954,0.2773944070291505,1.9198183423720245,3.2640834004549686,4.088367306038396,4.289164471731005,3.8896837006839355,3.0224176501302034,1.890738498441009,0.7172051929142815,-0.3073973180189204,-1.0592921748465665,-1.4931165358395417,-1.6311026918937912,-1.5391169644132479,-1.3003394405976292,-0.9934331369972959,-0.6775957991048374,-0.38553529684493193,-0.12548501590525862,0.10812284038482245,0.31943608094304643,0.49923498217948303,0.6242632837850958,0.670697132222843,0.635389024488986,0.5501315432617864,0.474235977230345,0.46237577798272406,0.5222336085397945,0.5893046059194158,0.5419432504083287,0.255456904975718,-0.33166066939210737,-1.1720544654746974,-2.105480523885577,-2.9011225690660716,-3.332027856814632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.5638535661184305,-0.4864456632773638,1.1764102225016326,3.12832564104837,4.940189909747008,6.194884445631908,6.622434930623859,6.170170943511716,4.9882188571870225,3.3515808398534483,1.5608126951160415,-0.14016814946559292,-1.6048488269546226,-2.7775938387997154,-3.65599213048401,-4.2509393364895915,-4.564776460949848,-4.589854476627582,-4.320832755636121,-3.773541613281948,-3.00211542927304,-2.1042444138349508,-1.2080918999362156,-0.44443110711445605,0.08436675129827644,0.32826802775914865,0.30313728638961357,0.09407301518146068,-0.15174674170216854,-0.24649070871755277,-0.012404431834132458,0.6241628343360255,1.5291629333473764,2.3383123555473,2.5806739460550965,1.907872579210967,0.30741698971861436,-1.8188078475109635,-3.764197400072709,-4.774976193780542,-4.33931666824396,-2.381385036997953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.858596913614353,-3.8446235777071323,-3.0167307178294567,-1.4928680739892823,0.4387895339408912,2.4016012061359064,4.026835324709766,5.036697677237617,5.299409983255917,4.84765393202155,3.8550466932926604,2.5766123939297034,1.274109495948378,0.15234710984973662,-0.6756530067627855,-1.1907811271451414,-1.4440073223107117,-1.5181457513058643,-1.489411088128999,-1.4037658152041543,-1.2752261069379105,-1.0995140875954679,-0.8719278271263178,-0.6035207793499219,-0.33069957476198425,-0.11137984978588314,-0.005832184737380486,-0.04943376372571268,-0.2307472482078233,-0.4888092311620534,-0.7348957219288808,-0.8894767752658532,-0.9162563415236187,-0.836981023367257,-0.7189190890473092,-0.6391832903569741,-0.6427008849323417,-0.7144428260140157,-0.7788122890217051,-0.7280334097091051,-0.47074379918061243,0.0195882611061801,0.6795403134534186,1.3625465914261556,1.870855719493088,2.006256475983757,1.635338956377135,0.75215298401894,-0.4917214422804924,-1.8106137663692132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.8964235887101708,-1.652040768989509,-1.0783889743110537,-0.2407631219156107,0.7239892110758183,1.645061233567488,2.3645493737130274,2.775206233966076,2.838186991884202,2.579202881862021,2.0687543275824187,1.3976173340067886,0.6590706199771216,-0.058591578001818266,-0.675175846700539,-1.1249606000913785,-1.367576274029511,-1.3968886427187142,-1.2402135750299894,-0.9481164860022953,-0.582432865483727,-0.20720719670140758,0.11908479680259985,0.35068849323453577,0.4585347442628162,0.4310486913528464,0.27482007207059655,0.016008630667766175,-0.2985386645932321,-0.6017985438454159,-0.8141185608864996,-0.8647012869249969,-0.7230624933434434,-0.42351484916278087,-0.06638587623468306,0.2089752415193102,0.27231766341692554,0.05498534228252675,-0.4141570405286128,-1.0055016552178953,-1.5230549072322754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.877728458689415,-2.553486868048087,-1.6663914691399586,-0.37783062108589294,1.0589136055566906,2.368992471578652,3.3118072770387914,3.7235979787387303,3.547616131621519,2.844194088404164,1.774447815755367,0.5585794296086023,-0.5809417337932775,-1.4714438939782926,-2.0180795758082604,-2.2032258162386738,-2.068746321208267,-1.6956452397563206,-1.1858139206953469,-0.6431667559488962,-0.15506555210648695,0.22246318812421706,0.47603562290176904,0.638881982772699,0.773881617257668,0.9308940939077817,1.0997391993159051,1.1919072659374002,1.0670019693220472,0.5938608167065118,-0.27872866567688587,-1.471895857536401,-2.7738253338216285,-3.891333598162503,-4.535630546618293,-4.508372101375602,-3.758244215782789,-2.3910817542855733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5090778293069345,-0.18733717520421225,0.2933043729992755,0.8920186943328103,1.5588880873943225,2.2280065212514564,2.802741004575929,3.1436311799190655,3.079376792462591,2.4582588695294505,1.2310411552182852,-0.4741005647988088,-2.334167867612699,-3.9001725667602702,-4.735179846821688,-4.562581612079817,-3.360683894947902,-1.3715338407505695,0.9690535812887037,3.149464327698911,4.710864374850855,5.35309592181231,4.9948773404269735,3.778467450390263,2.021101667740812,0.12697066255673992,-1.5152451009142975,-2.6200499936026524,-3.056370034924812,-2.8542978790376887,-2.171539306533553,-1.2337090465803144,-0.2696453113012811,0.5381692947573444,1.0787916954711423,1.3161634131433508,1.27746713477218,1.0329440000158474,0.6729224538099782,0.2845074706210665,-0.07172044832813385,-0.3776640434972011,-0.6527646022252465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.311717605126272,-4.7936467418560476,-2.092517443269844,1.3353183829465354,4.787540648274473,7.50500354513613,8.887437191864755,8.661557393044266,6.947686827525994,4.212480501266456,1.1302083555178946,-1.6069340373070091,-3.4760762940540437,-4.2486082442903355,-4.010792283835188,-3.078664591816009,-1.8468300495217869,-0.6391792190154136,0.36438126584689845,1.091076312725605,1.4755887520163977,1.396884779467565,0.7126398924348326,-0.6348481936082124,-2.5169078418557214,-4.5861890965579795,-6.340148087921789,-7.260613418624283,-6.972579320936549,-5.359423360190091,-2.5985219800611863,0.8820151370091045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
